BTNum	Lemma	POS	Forms
24243	ofer-stigan	Verb	ofer-stigan
24244	ofer-stige	Noun	ofer-stige;stige
24245	oferstigend-lic	Adjective	oferstigend-lic
24246	ofer-stigenness	Noun	ofer-stigenness
24247	ofer-swimman	Verb	ofer-swimman
24248	ofer-swi+dan	Verb	ofer-swi+dan
24249	ofer-swi+de	Adverb	ofer-swi+de
2425	a-sweorcan	Verb	a-sweorcan
24250	ofer-swi+destre	Noun	ofer-swi+destre;swi+destre
24251	ofer-swi+dness	Noun	ofer-swi+dness
24252	ofer-swi+drian	Verb	ofer-swi+drian
24253	ofer-swi+dung	Noun	ofer-swi+dung
24254	ofer-swogan	Verb	ofer-swogan
24255	ofer-t+al	Noun	ofer-t+al
24256	ofer-teldan	Verb	ofer-teldan
24257	ofer-teon	Verb	ofer-teon
24258	ofer-+tearf	Noun	ofer-+tearf
24259	ofer-+tearfa	Noun	ofer-+tearfa
2426	a-sweorfan	Verb	a-sweorfan
24260	ofer-+teccan	Verb	ofer-+teccan
24261	ofer-+teon	Verb	ofer-+teon
24262	ofer-+trymm	Noun	ofer-+trymm
24264	ofer-togenness	Noun	ofer-togenness
24265	ofer-trahtnian	Verb	ofer-trahtnian
24266	ofer-tredan	Verb	ofer-tredan
24267	ofer-truwa	Noun	ofer-truwa
24268	ofer-truwod	Adjective	ofer-truwod
24269	ofer-wacian	Verb	ofer-wacian
2427	a-sweotole	Adverb	a-sweotole
24270	ofer-wadan	Verb	ofer-wadan
24271	ofer-wealdend	Noun	ofer-wealdend
24272	ofer-weaxan	Verb	ofer-weaxan
24273	ofer-weder	Noun	ofer-weder
24274	ofer-wenian	Verb	ofer-wenian
24275	ofer-weorc	Noun	ofer-weorc
24276	ofer-weorpan	Verb	ofer-weorpan
24277	ofer-wigan	Verb	ofer-wigan
24278	ofer-willan	Verb	ofer-willan
24279	ofer-winnan	Verb	ofer-winnan
2428	a-swerian	Verb	a-swerian
24280	ofer-wintran	Verb	ofer-wintran
24281	ofer-wist	Noun	ofer-wist
24282	ofer-wistlic	Adjective	ofer-wistlic
24283	ofer-wlenced	Adjective	ofer-wlenced
24284	ofer-wlencu (o)	Noun	ofer-wlencu (o)
24285	ofer-wrecan	Verb	ofer-wrecan
24286	ofer-wreon	Verb	ofer-wreon
24287	ofer-wrigels	Noun	ofer-wrigels
24288	ofer-writ	Noun	ofer-writ
24289	ofer-wundenness	Noun	ofer-wundenness;wundenness
2429	a-swican	Verb	a-swican
24290	ofer-wyrcan	Verb	ofer-wyrcan
24291	ofer-y+d	Noun	ofer-y+d
24292	ofesc	Noun	ofesc
24294	ofet	Noun	of+at;ofet
24295	of-faran	Verb	of-faran
24296	of-feallan	Verb	of-feallan
24298	of-feran	Verb	of-feran
24299	of-ferian	Verb	of-ferian
243	a-cy+dan	Verb	a-cyd;a-cy+dan
2430	a-swician	Verb	a-swician
24300	of-fillan	Verb	of-fellan;of-fillan;of-fyllan
24301	offrian	Verb	offrian
24302	offrung	Noun	offrung
24303	offrung-disc	Noun	offrung-disc
24304	offrung-hlaf	Noun	offrung-hlaf
24305	offrung-sang	Noun	offrung-sang
24306	of-fylgan	Verb	of-fylgan
24308	of-gan	Verb	of-eode;of-gan
24309	of-gangan	Verb	of-gangan
2431	a-swifan	Verb	a-swifan
24310	of-gangende	Adjective	of-gangende
24311	ofgangend-lic	Adjective	ofgangend-lic
24312	of-georn	Adjective	of-georn
24313	of-geotan	Verb	of-geotan
24314	of-gerad	Adjective	of-gerad
24315	of-geslean	Verb	of-geslean;ge-slean
24316	of-gestigness	Noun	of-gestigness
24317	of-gifan	Verb	of-gifan
24318	of-habban	Verb	of-habban
24319	of-hagian	Verb	of-hagian
2432	a-swind	Adjective	a-swind
24320	of-healdan	Verb	of-healdan
24321	of-hearmian	Verb	of-hearmian
24322	of-hende	Adjective	of-hende
24323	of-hnitan	Verb	of-hnitan
24324	of-hreosan	Verb	of-hreosan
24325	of-hreowan	Verb	of-hreowan
24326	of-hyngrod	Adjective	of-hyngrod
24327	of-irnan	Verb	of-irnan
24328	of-l+atan	Verb	of-l+atan
24329	ofl+ate	Noun	ofl+ate;oflate
2433	a-swindan	Verb	a-suand;a-swindan
24330	of-langod	Verb	of-langod
24332	of-lecgan	Verb	of-lecgan
24333	of-leogan	Verb	of-leogan
24334	of-licgan	Verb	of-licgan
24335	of-lician	Verb	of-lician
24336	of-linnan	Verb	of-linnan
24337	of-lysted	Verb	of-lysted
24338	of-manian	Verb	of-manian
24339	of-munan	Verb	of-munan
2434	a-swindung	Noun	a-swindung
24340	of-myr+drian	Verb	of-myr+drian
24342	of-neadian	Verb	of-neadian
24343	ofnet	Noun	ofnet
24344	of-niman	Verb	of-niman
24345	ofost	Noun	ofest;ofost;ofst
24346	ofostlice	Adverb	ofostlice
24347	of-ridan	Verb	of-ridan
24348	of-sacan	Verb	of-sacan
24349	of-sceacan	Verb	of-sceacan
2435	a-swogan	Verb	a-swogan
24350	of-sceamian	Verb	of-sceamian
24351	of-sceotan	Verb	of-sceotan
24352	of-scotian	Verb	of-scotian
24353	of-sendan	Verb	of-sendan
24354	of-seon	Verb	of-seon
24355	of-setenness	Noun	of-setenness
24356	of-settan	Verb	of-settan
24357	of-sittan	Verb	of-sittan
24358	of-slean	Verb	of-slean
24359	of-slegenness	Noun	of-slegenness
2436	a-swolcen	Verb	a-swolcen
24360	of-slitan	Verb	of-slitan
24361	of-smorian	Verb	of-smorian
24362	of-sni+dan	Verb	of-sni+dan
24363	of-spr+ac	Noun	of-spr+ac
24364	of-spring	Noun	of-spring
24365	of-spyrian	Verb	of-spyrian
24367	of-standan	Verb	of-standan
24368	of-steppan	Verb	of-steppan
24369	of-stician	Verb	of-stician
2437	a-swollen	Verb	a-swollen
24370	ofstig	Adjective	ofstig
24371	of-stingan	Verb	of-stingan
24372	ofstlice	Adverb	ofstlice
24373	of-swelgan	Verb	of-swelgan
24374	of-swingan	Verb	of-swingan
24375	oft	Adverb	oft
24376	of-talu	Noun	of-talu
24377	of-teon	Verb	of-teon
24378	of-+t+annan	Verb	of-+t+annan
24379	of-+tecgan	Verb	of-+tecgan
2438	a-swond	Verb	a-swond
24380	of-+tencan	Verb	of-+tencan
24381	of-+tinen	Adjective	of-+tinen
24382	of-+tistrian	Verb	of-+tistrian
24383	of-+tringan	Verb	of-+tringan
24385	of-+tryccan	Verb	of-+tryccan
24386	of-+t-ryccedness	Noun	of-+t-ryccedness
24387	of-+trycness	Noun	of-+trycness
24388	of-+tryscan	Verb	of-+tryscan
24389	of-+trysman	Verb	of-+trysman
2439	a-swondennes	Noun	a-swondennes
24390	of-+tyncan	Verb	of-+tyncan
24391	of-+tyrsted	Verb	of-+tyrsted
24393	of-torfian	Verb	of-torfian
24394	oft-r+ade	Adjective	oft-r+ade
24395	oftr+ad-lic	Adjective	oftr+ad-lic
24396	oftr+adlice	Adverb	oftr+adlice
24397	of-tredan	Verb	of-tredan
24398	oft-si+t	Noun	oft-si+t
24399	of-tyge	Noun	of-tige;of-tyge
244	AD	Noun	AD
2440	a-swopen	Verb	a-swopen
24400	of-tyrfan	Verb	of-tyrfan
24401	of-unnan	Verb	of-unnan
24402	of-weorpan	Verb	of-weorpan
24403	of-worpian	Verb	of-worpian
24404	of-wundrian	Verb	of-wundrian
24405	of-wundrod	Noun, Adjective	of-wundrod
24406	oga	Noun	oga
24407	o-gengel	Noun	o-gengel;gengel
24408	o-heald	Adjective	o-heald;ho-hylde
24409	ohsta	Noun	ohsta;oxta
2441	a-sworetan	Verb	a-sworetan
24410	oht	Pronoun	oht
24411	oht	Noun	oht
24412	oht-rip	Noun	oht-rip
24413	o-hw+ar	Adjective, Adverb	o-hw+ar
24414	o-leccan	Verb	o-leccan;oliccan
24415	oleccere	Noun	oleccere;licceras
24416	oleccung	Noun	oleccung
24417	oleht-word	Noun	oleht-word
24418	ol-f+at	Noun	ol-f+at
24419	olfend	Noun	olfend
2442	a-sworfen	Verb	a-sworfen
24420	olfend-mere	Noun	olfend-mere
24422	oll	Noun	oll
24423	ol-+twang	Noun	ol-+twang
24424	om	Noun	om
24425	om-	Prefix	om-
24426	oman	Noun	oman
24427	om-cynn	Noun	om-cynn
24428	omer	Noun	omer
2443	a-swunan	Verb	a-swunan
24430	omig	Adjective	omig;homig
24431	omiht	Adjective	omiht
24432	on	Preposition	on
24433	on-	Prefix	on-;sundness;s+atnung
24434	on-+aht	Noun	on-+aht
24435	on-+alan	Verb	on-+alan;a-+alan
24436	on-+alet	Noun	on-+alet
24437	on-+a+dele	Adjective	on-+a+dele
24438	on-al	Noun	on-al
24439	on-ascunung	Noun	on-ascunung;a-scunung
2444	a-swunden	Verb	a-swunden
24440	on-asendedness	Noun	on-asendedness;a-sendedness
24441	on-b+ac	Adverb	on-b+ac
24442	on-b+acling	Adverb	on-b+acling
24443	on-b+arnan	Verb	on-b+arnan
24444	on-b+arnness	Noun	on-b+arnness
24445	on-b+aru	Noun	on-b+aru
24446	on-basnung	Noun	on-basnung
24448	on-ben	Noun	on-ben
24449	on-beodan	Verb	on-beodan
2445	a-swunden-lice	Adverb	a-swunden-lice
24450	on-beornan	Verb	on-beornan;on-brinnan
24451	on-beran	Verb	on-beran
24452	on-bid	Noun	on-bid
24453	on-bidan	Verb	on-bidan
24454	on-bidian	Verb	on-bidian
24455	onbid-stow	Noun	onbid-stow;anbid-stow
24457	on-bigan	Verb	on-bigan
24458	on-bigness	Noun	on-begness;on-bigness
24459	on-bindan	Verb	on-bindan
2446	a-swundennes	Noun	a-swundennes
24460	on-birgan	Verb	on-birgan
24461	on-birging	Noun	on-birging
24462	on-birgness	Noun	on-birgness
24463	on-birhtan	Verb	on-birhtan
24464	on-bitan	Verb	on-bitan
24465	on-bl+astan	Verb	on-bl+astan
24466	on-blandan	Verb	on-blandan
24467	on-blawan	Verb	on-blawan
24468	on-blawness	Noun	on-blawness
24469	on-blotan	Verb	on-blotan
2447	a-swy+derian	Verb	a-swy+derian
24470	on-bregdan	Verb	on-bregdan
24471	on-bring	Noun	on-bring
24473	on-brucol	Adjective	on-brucol
24474	on-bryce	Noun	on-bryce
24475	on-bryrdan	Verb	on-bryrdan
24476	on-bryrding	Noun	on-bryrding
24477	on-bryrdness	Noun	on-bryrdness;and-bryrdness
24478	on-bugan	Verb	on-bugan
24479	on-butan	Adverb, Preposition	on-butan
2448	a-syndran	Verb	a-syndran
24480	on-bygan	Verb	on-bygan
24481	on-cennan	Verb	on-cennan
24482	on-cigung	Noun	on-cigung
24483	on-cirran	Verb	on-cirran
24484	on-clifiende	Adjective	on-clifiende
24485	on-clipian	Verb	on-clipian
24486	on-cn+awe	Adjective	on-cn+awe
24487	on-cnawan	Verb	on-cnawan
24488	ou-cnawenness	Noun	ou-cnawenness
24489	on-cnawness	Noun	on-cnawness
2449	a-syndrung	Noun	a-syndrung
24490	on-cnyssan	Verb	on-cnyssan
24491	on-cunnan	Verb	on-cunnan
24492	on-cunness	Noun	on-cunness;cunness
